,Symbol,Name,MarketCap,Sector,Industry,L2,risk_score,close_price,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
1603,ICCH,"ICC Holdings, Inc.",44818104.4602,Finance,Property-Casualty Insurers,Micro Cap,0.274274539487155,13.65,,,,,,,,,,
1604,ICFI,"ICF International, Inc.",1735322775.75,Consumer Services,Professional Services,Small Cap,0.2297006699396323,89.01,0.42438053803239395,0.24394031497968305,-0.048913009158814025,0.5523058561463974,-0.13225956144968654,0.18063941365991898,0.4808021042103623,-0.054075817491165856,-0.03654744672560839,-0.040298506276350454
1605,ICHR,Ichor Holdings,867847956.54,Technology,Semiconductors,Small Cap,0.48020331996097165,35.19,,,,,,,,,,
1606,ICLK,iClick Interactive Asia Group Limited,125352368.24,Technology,Computer Software: Prepackaged Software,Micro Cap,0.5331277010719927,3.49,,,,,,,,,,
1607,ICLR,ICON plc,9429073690.52,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Mid Cap,0.21515260118291069,171.68,0.33294626405320704,0.15211774369928688,0.49135646379172404,-0.03217503343874406,0.5238280915973197,0.26150430451138473,0.4560517952334835,0.6224429712811943,-0.21872141970841608,0.007823289455828997
1608,ICON,"Iconix Brand Group, Inc.",18185021.6,Consumer Non-Durables,Shoe Manufacturing,Micro Cap,1.4020492795626098,1.36,0.6875000046566129,-0.937984493366049,-0.861884374649009,0.36749630091671137,-0.7978691793860123,-0.1488665141146489,0.778673859444811,0.37016577845960974,-0.15639570819506787,0.5240726973529313
1609,ICUI,"ICU Medical, Inc.",3959770202.82,Health Care,Medical/Dental Instruments,Mid Cap,0.4729624957099141,186.815,-0.18512393355266965,0.06310187445746518,0.4658974621844041,0.30652604804394445,0.377045136484649,0.2855125208413243,0.045626108080959904,0.354000006781684,0.23287671232876717,0.001646580009666554
1610,IPWR,Ideal Power Inc.,5438873.09,Energy,Industrial Machinery/Components,Micro Cap,1.3886175518142838,2.3689,,,,,,,,,,
1611,IDEX,"Ideanomics, Inc.",96121272.2251,Consumer Services,Television Services,Micro Cap,1.0508056195836344,0.6404,-0.28333334989017844,-0.7396963095597779,2.7479675301037374,-0.34920633418880187,-0.08252425330423852,-0.0884955966936618,0.5586206318223679,-0.6777777671813965,0.0,-0.33333333333333337
1612,IDYA,"IDEAYA Biosciences, Inc.",203920882.85,Health Care,Major Pharmaceuticals,Micro Cap,,8.75,,,,,,,,,,
1613,INVE,"Identiv, Inc.",106590318.35,Technology,Computer peripheral equipment,Micro Cap,0.5551067974237437,6.09,0.5666666710818256,0.07784431052236163,0.05031441636894951,0.597989975636976,-0.8567314643376965,1.3948275666458008,-0.6133333206176758,-0.3273542370767717,-0.11507942214604261,0.06329113720306734
1614,IDRA,"Idera Pharmaceuticals, Inc.",62074855.9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,0.7441463940246327,1.8102,-0.34296026534869106,-0.8359004669049572,0.40666659673055006,-0.5145630933121734,-0.2993197231100596,-0.047516255203240765,4.202247403213105,-0.15238092751189314,-0.6366782303798222,-0.4410057906660926
1615,IDXX,"IDEXX Laboratories, Inc.",24516659077.6,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Large Cap,0.2450507218896976,277.22,0.40377378177208834,0.1895382943098125,0.33350395974500513,0.6082007623117107,-0.01638907307310067,0.39390806095683084,0.14622844017856074,0.2058212598196485,0.11181736098344008,0.2950420997692127
1616,IEC,IEC Electronics Corp.,97221175.22,Technology,Electrical Products,Micro Cap,0.3872947093848737,9.0,0.5891609241271192,0.3883495022028256,0.15406161417395148,0.09509200726576972,-0.3136842125340512,0.11764705882352944,-0.3713017964345561,0.4201680470233542,-0.3753280445708834,0.43773577572315947
1617,IESC,"IES Holdings, Inc.",556884008.24,Capital Goods,Engineering & Construction,Small Cap,0.25404053948139727,26.85,0.6501607416507349,-0.09855071358058765,-0.09921669223908292,0.7299006455694719,0.4451697017414642,0.4211502851866684,0.19777774810791016,1.4324324010844824,-0.4744318085607172,-0.3982905917418813
1618,IROQ,"IF Bancorp, Inc.",75112733.0,Finance,Savings Institutions,Micro Cap,0.2958438133028793,23.25,,,,,,,,,,
1619,IFMK,iFresh Inc.,10531924.1283,Consumer Services,Food Chains,Micro Cap,1.4532550162595583,0.45,,,,,,,,,,
1620,IGMS,"IGM Biosciences, Inc.",1097154851.07,Health Care,Major Pharmaceuticals,Small Cap,,38.49,,,,,,,,,,
1621,IHRT,"iHeartMedia, Inc.",1160110983.64,Consumer Services,Broadcasting,Small Cap,,17.86,,,,,,,,,,
1622,INFO,IHS Markit Ltd.,31786322406.42,Technology,"Computer Software: Programming, Data Processing",Large Cap,0.15940673908839023,79.625,,,,,,,,,,
1623,IIVI,II-VI Incorporated,3408661833.92,Capital Goods,Electronic Components,Mid Cap,0.4123716077863838,36.01,0.03727662102897167,-0.30862622881796953,0.5834739078241757,0.5975215771389462,0.3597069585809103,-0.22354950638403048,-0.0356554928607824,-0.007080667962610976,-0.20793786157750727,0.4578616893903069
1624,IKNX,Ikonics Corporation,14229748.8,Miscellaneous,Industrial Machinery/Components,Micro Cap,0.5685029342771224,5.5275,-0.36536183737172345,0.12101068172305363,-0.3315555572509765,0.00536196799523414,-0.2314560949251755,-0.012881327483613592,0.8322980932319097,0.19469315691223055,0.044137958246561304,0.15079355901234193
1625,ILMN,"Illumina, Inc.",47733840000.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,Large Cap,0.3279650038606086,314.4,0.10605807466871031,0.3727401031401649,0.7064200011702695,-0.33295131377023257,0.03992845944347323,0.6690479061695513,0.989386508982449,0.8238189300349719,-0.5187875044393886,1.0645371421949528
1627,IMAC,"IMAC Holdings, Inc.",11459332.94,Health Care,Medical Specialities,Micro Cap,,1.17,,,,,,,,,,
1629,ISNS,"Image Sensing Systems, Inc.",29023934.94,Capital Goods,Industrial Machinery/Components,Micro Cap,0.4298054574167264,5.5551,0.008888880411783928,0.5254237041566541,-0.2027027000903735,0.013698616715036138,0.37218044270384953,-0.4626262245804844,-0.0040241412013706235,-0.23773009129895784,-0.4988470510206221,0.1412281284408612
1630,IMBI,"iMedia Brands, Inc.",36772081.92,Consumer Services,Catalog/Specialty Distribution,Micro Cap,4.056147491268535,3.5701,8.974999875202776,-0.7142857051625542,-0.06666668256123864,-0.15730335724171662,-0.729893789047825,-0.05722455388096348,2.883333309049959,-0.042553214424603025,-0.692307699811739,0.2729166439010047
1631,IMMR,Immersion Corporation,246099058.56,Technology,Computer peripheral equipment,Micro Cap,0.3554571794543641,7.575,-0.17075895126053708,0.2691218287204966,-0.3358419692593898,-0.08833617036451302,0.23125654895788172,-0.08766857778220005,0.5109170723947096,0.3262548481130918,-0.22801791372729607,0.4650655349175987
1632,ICCC,ImmuCell Corporation,35783382.8635,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Micro Cap,0.4784298469946944,5.38,-0.2695035523352778,-0.19795219325022084,0.47731096531558537,-0.21087535286898496,0.5514402787476138,0.13817333845979807,0.06749999523162842,-0.1397849638788169,0.4531250081490723,-0.13746630329362086
1633,IMUX,"Immunic, Inc. ",96415353.08,Health Care,Major Pharmaceuticals,Micro Cap,1.6154204528334575,8.5,,,,,,,,,,
1634,IMGN,"ImmunoGen, Inc.",682610677.44,Health Care,Major Pharmaceuticals,Small Cap,1.1168161027709131,4.675,0.0645833188460938,-0.2511699992203973,2.142156846703863,-0.8496683855762273,1.2245901486848636,-0.5841854210696364,0.15058824127795645,0.10103627668414528,0.2505399176544474,0.17811705745371986
1635,IMMU,"Immunomedics, Inc.",4036750544.295,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Mid Cap,0.5175242261906642,17.975,0.48283105596537634,-0.11695540887960498,3.4032696216537595,0.19543979025998737,-0.36041670598917386,0.04347832396711104,0.5753423919326994,-0.12312308012181827,-0.06983240372284627,0.11526476048662948
1636,IMVT,"Immunovant, Inc. ",244375000.0,Finance,Business Services,Micro Cap,,15.7,,,,,,,,,,
1639,IMRN,Immuron Limited,3128966.72,Health Care,Major Pharmaceuticals,Micro Cap,0.9446897572533056,3.45,,,,,,,,,,
1641,IMMP,Immutep Limited,22353861.75,Health Care,Major Pharmaceuticals,Micro Cap,0.5449976222562456,2.01,,,,,,,,,,
1642,PI,"Impinj, Inc.",701466602.8,Capital Goods,Industrial Machinery/Components,Small Cap,0.5753439087996468,34.005,,,,,,,,,,
1643,IMV,IMV Inc.,202523500.0,Health Care,Major Pharmaceuticals,Micro Cap,0.9509963191393135,3.9,-0.4390715565624782,-0.13741177133258375,2.740000098190308,-0.019607868876561185,-0.16393440224028044,0.564102554321289,-0.07142857775396227,0.10526320425757563,-0.47222223657148865,-0.4146341537166961
1644,INCY,Incyte Corporation,17339481845.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Large Cap,0.3057156434125475,75.99,0.3731718742773207,-0.3285819790171107,-0.05545026174066614,-0.07542646874466663,0.48338115227545053,0.4440055119096835,2.0481637090706655,0.10659562672031475,-0.0935989907637561,0.8177826663039005
1645,INDB,Independent Bank Corp.,2751619648.1,Finance,Major Banks,Mid Cap,0.24172792976162816,74.88,0.21114241646339904,0.02705452194208524,0.015058430319915495,0.5483075089573644,0.111634562204731,0.12163804206351814,0.385441387936027,0.09186747433254827,0.04006460187394989,0.3346901770030126
1646,IBCP,Independent Bank Corporation,506957486.75,Finance,Major Banks,Small Cap,0.19866748278218793,21.74,0.11372250411744811,-0.03499540193912276,0.04988731208902464,0.45636028487606617,0.18940139029054825,0.10296502215320502,2.4285718731568116,1.6315786564174926,0.023076996390759774,
1647,IBTX,"Independent Bank Group, Inc",2308632697.5,Finance,Major Banks,Mid Cap,0.24737870849570825,51.85,,,,,,,,,,
1648,ILPT,Industrial Logistics Properties Trust,1475053565.79,Consumer Services,Real Estate Investment Trusts,Small Cap,0.20545227512198871,23.02,,,,,,,,,,
1649,INFN,Infinera Corporation,1468117071.4,Public Utilities,Telecommunications Equipment,Small Cap,0.5964069573261218,7.82,0.9899749469279646,-0.3696682373416682,-0.25441695001690556,-0.5314569879745463,0.2309782955520876,0.5051125428361163,0.6833046177780817,-0.07484080435136675,-0.39206193066889217,0.16459978094519978
1650,INFI,"Infinity Pharmaceuticals, Inc.",66723894.9,Health Care,Major Pharmaceuticals,Micro Cap,0.6708970564155503,1.37,-0.18644065998710724,-0.41871922946872475,0.5037036559545789,-0.8280254725805571,-0.5352279343808808,0.2230267108215791,-0.6054285594395229,2.9592759497581937,0.49072519536051096,-0.04045307555731892
1651,IFRX,InflaRx N.V.,95023128.2,,,Micro Cap,2.5765056517800655,3.235,,,,,,,,,,
1652,III,"Information Services Group, Inc.",133099296.4,Consumer Services,Professional Services,Micro Cap,0.43605666912249225,2.88,-0.403301861329449,0.016786497252640364,0.14560438354814909,0.005524922645682384,-0.11040894502051224,-0.004716972880175807,2.686956233827369,0.11650488466618691,-0.5024154843262416,-0.3470031679836245
1653,IEA,"Infrastructure and Energy Alternatives, Inc.",82111684.41,Finance,Business Services,Micro Cap,1.0446373643640277,3.65,-0.6068375832005195,-0.17431194160078645,0.01733329968574715,0.2665117576075011,0.4033925980232662,-0.11800458925732893,0.2248811938203883,0.2823247180970059,-0.10602823113279147,0.35875706173367905
1655,IMKTA,"Ingles Markets, Incorporated",876235312.0,Consumer Services,Food Chains,Small Cap,0.2590598041956723,43.63,0.7826616976021861,-0.19719468179564348,-0.26725736037915615,0.11042323241895224,0.20518729166461713,0.4050609351102423,0.6024691684916044,0.2503630468992051,-0.18488839229676457,0.3392485336307107
1656,INMD,INMODE LTD.,1440409418.6,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Small Cap,,45.35,1.7880511801583654,0.0,0.0,0.0,0.0,0.0,0.0,0.7888040942475301,-0.09237872147731863,0.09481668956610356
1657,INMB,INmune Bio Inc.,60963565.68,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,,4.9899,,,,,,,,,,
1658,IPHA,Innate Pharma S.A.,40559997.465,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,,7.26,,,,,,,,,,
1659,INWK,"InnerWorkings, Inc.",241894878.88,Miscellaneous,Business Services,Micro Cap,0.698542392811959,4.33,0.4732620895271962,-0.6271186331897497,0.018274045129996974,0.31333338419596357,-0.037227209662789806,0.0,-0.4346879453695478,0.48012879826900434,0.4213740684749787,0.11016950590861851
1660,INOD,Innodata Inc.,29624756.0088,Technology,EDP Services,Micro Cap,0.49524738168829324,1.15,-0.24000000953674316,0.10294116486933835,-0.44489796414865834,-0.1403508316960529,-0.023972660901509624,0.19183674263785333,-0.35185183433138,-0.040609158250511146,0.37762244816042134,-0.48375452801642105
1661,IPHS,"Innophos Holdings, Inc.",629120229.3,Consumer Durables,Specialty Chemicals,Small Cap,0.3356708149546429,31.95,0.36801379344331697,-0.44865079285819875,-0.06746685668389896,0.8966422409396486,-0.482384689470976,0.24251866789396526,0.07585974988793875,-0.02023990618042193,0.374643899253954,0.610212820928858
1662,IOSP,Innospec Inc.,2598524329.44,Basic Industries,Major Chemicals,Mid Cap,0.23975018148956295,105.0,0.6942736845314865,-0.11479842731636825,0.043043344370176984,0.27715102179452566,0.287495585406623,-0.06423008397547414,0.35486362079978395,0.3094709740861723,0.37598036777802735,1.0218035778713763
1663,INNT,"Innovate Biopharmaceuticals, Inc.",23679820.5847,Health Care,Major Pharmaceuticals,Micro Cap,0.8567254783863558,0.7662,,,,,,,,,,
1664,ISSC,"Innovative Solutions and Support, Inc.",96043324.48,Technology,EDP Services,Micro Cap,0.5814084525041477,5.58,1.5840708748811996,-0.2312925352117473,-0.11711707970598195,0.2065217156566459,-0.13207549291728138,-0.5637859967904738,1.1191860001721605,0.4347825741072986,-0.3932980423015763,0.235294113263119
1665,INVA,"Innoviva, Inc.",1461456965.67,Health Care,Major Pharmaceuticals,Small Cap,0.34219834397281723,13.96,-0.18853872617098633,0.2297393431260477,0.3261682087224125,0.015180251232560726,-0.22293916119124957,-0.492859975025976,0.6029676215302884,0.006334772606431116,-0.11846821727500556,0.9181334587316261
1666,INGN,"Inogen, Inc",1087385113.55,Health Care,Industrial Specialties,Small Cap,0.6839342600557695,46.4,,,,,,,,,,
1667,INOV,"Inovalon Holdings, Inc.",3113564533.17,Technology,EDP Services,Mid Cap,0.35907821154542907,20.25,,,,,,,,,,
1668,INO,"Inovio Pharmaceuticals, Inc.",329033979.12,Health Care,Medical/Dental Instruments,Small Cap,0.7509087649938652,5.185,-0.17500001192092896,-0.03147702441614009,-0.40489912386326044,0.03273813599665809,-0.2679739033992359,-0.20862068937167833,4.800000190734863,0.16279067833272776,-0.6260869425501396,0.008771921569070251
1669,INPX,Inpixon ,17149357.23,Technology,EDP Services,Micro Cap,2.144281357313017,3.66,,,,,,,,,,
1670,INSG,Inseego Corp.,735309024.3,Capital Goods,Telecommunications Equipment,Small Cap,0.55917501130499,8.3,0.7662650012679273,1.5776397878844715,-0.340163944037298,0.4610779161216292,-0.48136647756321993,0.358649866706906,0.7819547436735945,-0.5750798740296821,-0.672251303463056,0.19824346827306738
1671,NSIT,"Insight Enterprises, Inc.",2485903450.91,Consumer Services,Catalog/Specialty Distribution,Mid Cap,0.2751726716970346,66.89,0.7249079979270514,0.06424651411995863,-0.053165128194679334,0.609872503011553,-0.029741157534476703,0.14002643916221125,0.3074264817061996,0.13603668296728322,0.16185411391625348,0.15236425214480676
1672,ISIG,"Insignia Systems, Inc.",9550706.438,Consumer Services,Advertising,Micro Cap,0.5452638934504028,0.79,-0.510067104428777,0.252100788143665,-0.32263204711752447,-0.14982577814288733,-0.1983240032270125,0.31135522382700964,0.5964912076862487,-0.14925369814845046,-0.5750666487639193,0.3723848753327301
1673,INSM,"Insmed, Inc.",1917316188.28,Health Care,Major Pharmaceuticals,Small Cap,0.485600943495499,19.73,0.8201219031298035,-0.5792174548702231,1.3567650328055327,-0.27107439006614975,0.17323848126967034,-0.08999998429242306,1.5411061068156564,1.19344267600392,-0.5158730380989851,-0.18181813678043257
1674,INSE,"Inspired Entertainment, Inc.",148699498.5,Technology,Computer Software: Prepackaged Software,Micro Cap,0.5259703786219153,6.73,,,,,,,,,,
1675,IIIN,"Insteel Industries, Inc.",500971457.25,Capital Goods,Steel/Iron Ore,Small Cap,0.4635824660470033,23.97,-0.10980906831106618,-0.13928780443884214,-0.17395171116352826,0.7670355164447802,-0.06655993352512435,0.04323611483258771,0.8339981236956813,0.1721309303809364,-0.11086065333360062,-0.02832402235639797
1676,PODD,Insulet Corporation,11669438798.16,Health Care,Medical/Dental Instruments,Large Cap,0.3847556185877701,191.76,1.1583459103242193,0.14956521296846703,0.831210176251566,-0.0034382719754955104,-0.17911419353070102,0.24150952204000564,0.7483505972958613,0.12692508759065602,0.21483870475522937,0.08543419396654062
1677,INSU,Insurance Acquisition Corp.,207565996.65,Finance,Business Services,Micro Cap,,10.05,,,,,,,,,,
1678,INSUU,Insurance Acquisition Corp.,142305000.0,Finance,Business Services,Micro Cap,,10.65,,,,,,,,,,
1679,INSUW,Insurance Acquisition Corp.,9216550.0,Finance,Business Services,Micro Cap,,1.2,,,,,,,,,,
1680,NTEC,Intec Pharma Ltd.,19948826.8403,Health Care,Major Pharmaceuticals,Micro Cap,1.9372926088430809,0.505,,,,,,,,,,
1681,IART,Integra LifeSciences Holdings Corporation,5077237007.97,Health Care,Medical/Dental Instruments,Mid Cap,0.27520680909996437,54.83,0.2922394845032781,-0.05766824281304983,0.11574775847074892,0.26571263588944705,0.24986168820649368,0.13665899356274824,0.2242750215549476,0.26402858634903836,-0.3482029509304918,0.28288583149797786
1682,IMTE,Integrated Media Technology Limited,31055064.27,Consumer Non-Durables,Consumer Electronics/Appliances,Micro Cap,0.9468762337368952,7.8187,,,,,,,,,,
1683,INTC,Intel Corporation,259260000000.0,Technology,Semiconductors,Large Cap,0.26639607379694213,66.165,0.30711965455216506,0.042265115291586275,0.3087014369284917,0.08756367841133916,-0.022139517683080423,0.442240343498002,0.30920041969557,-0.12014620647699514,0.19396359636936955,0.06269535417068695
1684,NTLA,"Intellia Therapeutics, Inc.",715147580.84,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Small Cap,0.5716964747155548,13.65,,,,,,,,,,
1685,IPAR,"Inter Parfums, Inc.",2317994724.56,Consumer Non-Durables,Package Goods/Cosmetics,Mid Cap,0.2635771956198229,71.3,0.12735588255264663,0.53319132458973,0.351162031032094,0.40304859956203964,-0.11609419236148666,-0.22101328246920504,0.895502367266642,0.2737372858359701,-0.15943395648518854,0.5732281085416
1686,IBKR,"Interactive Brokers Group, Inc.",20834327434.2,Finance,Investment Bankers/Brokers/Service,Large Cap,0.27517714750498634,47.42,-0.142006923252599,-0.07130662050893133,0.6374856590372995,-0.1533768793394794,0.5112492734637899,0.2180877172840554,0.8210835465130812,-0.059144111082903184,-0.14494736160203603,0.10951517085724105
1687,ICPT,"Intercept Pharmaceuticals, Inc.",3473346061.17,Health Care,Major Pharmaceuticals,Mid Cap,0.5326364072531892,94.17,,,,,,,,,,
1688,IDCC,"InterDigital, Inc.",1856146121.28,Miscellaneous,Multi-Sector Companies,Small Cap,0.3223780728263588,58.13,-0.16106060278250778,-0.11226908434321159,-0.1534298763354317,0.891768359045463,-0.05495989049766725,0.8221271513947452,-0.2768964821158938,-0.012757774708038072,0.05799324265463057,0.567771072078739
1689,TILE,"Interface, Inc.",1015319508.72,Consumer Durables,Home Furnishings,Small Cap,0.36678457409497695,16.21,0.18465381589139018,-0.42656969247866106,0.3728032019316234,-0.017820793340591057,0.17180319659825183,-0.24392089742387624,0.37635665526983253,0.4019785668609088,-0.2600956367752679,0.8926760963215472
1690,INAP,Internap Corporation,29549426.55,Technology,"Computer Software: Programming, Data Processing",Micro Cap,0.9381897516160081,1.12,-0.7349397593822304,-0.7358370410381658,1.5503247446908515,-0.7593750095460563,-0.19597989136978666,0.058510646055380366,0.08513710926445084,0.16666662652885922,-0.02302629411880963,0.2936170575412611
1691,IBOC,International Bancshares Corporation,2796880472.1,Finance,Major Banks,Mid Cap,0.2338822223429895,40.405,0.28669989969009,-0.11783554784126316,-0.00961529653677673,0.6231926312518863,-0.008915778826216636,0.02821404537739336,0.48676223268477314,0.005865410512235325,-0.06171019671051048,0.07919287217948923
1692,IMXI,"International Money Express, Inc.",465973310.86,Miscellaneous,Business Services,Small Cap,0.3412927011418082,11.66,,,,,,,,,,
1693,IDXG,"Interpace Biosciences, Inc.",312825551.22,Health Care,Medical/Dental Instruments,Small Cap,0.6287708194795495,7.5318,-0.375,-0.21568625984353196,-0.7681818225167014,-0.06382978723404253,-0.7374301675977654,-0.6278586278586278,-0.3671052631578947,0.1838006230529594,-0.3908918406072106,1.1867219917012446
1694,XENT,"Intersect ENT, Inc.",770539329.45,Health Care,Medical/Dental Instruments,Small Cap,0.5261559850509038,24.43,,,,,,,,,,
1695,IPLDP,Interstate Power and Light Company,204200000.0,Public Utilities,Power Generation,Micro Cap,0.08057419213659614,25.5263,,,,,,,,,,
1696,IVAC,"Intevac, Inc.",175169325.24,Technology,Industrial Machinery/Components,Micro Cap,0.3803295508606692,7.27,0.3499043818417129,-0.23649633695082195,-0.1988304383834384,0.8152866499972766,-0.39382238742485287,0.04576045228037584,0.6258204702949766,-0.3824324171938456,-0.471805854784198,0.2214472452240832
1697,INTL,INTL FCStone Inc.,963364589.85,Finance,Investment Bankers/Brokers/Service,Small Cap,0.3008521362434745,49.665,0.334882432662984,-0.13990117843921923,0.07398990954735929,0.1835026765585821,0.6266407185650953,0.11249323685525758,0.06203331034874138,-0.2613491695871678,-0.0012712155152787563,0.6231086962439072
1698,ITCI,Intra-Cellular Therapies Inc.,1454747831.25,Health Care,Major Pharmaceuticals,Small Cap,1.2894920209711718,23.581,,,,,,,,,,
1699,XON,Intrexon Corporation,948439773.71,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Small Cap,0.8535276424617471,5.4,,,,,,,,,,
1700,IIN,IntriCon Corporation,167765982.93,Capital Goods,Electrical Products,Micro Cap,0.5382641440138509,18.68,-0.3176648759424403,0.3323232412751802,1.8695650671590576,-0.08970974078930516,0.1033478966483552,0.7844155988920039,-0.049382784366241106,-0.3530351369558534,0.6010230412953774,0.2142857301520793
1701,INTU,Intuit Inc.,73627730578.35,Technology,Computer Software: Prepackaged Software,Large Cap,0.2371379629069981,284.555,0.3411350465727774,0.258583864457971,0.3921431578104215,0.20167101867266868,0.05847715303886747,0.2205567556690724,0.2972704729719837,0.14634874654209784,0.07015706362731033,0.6042954855784772
1702,ISRG,"Intuitive Surgical, Inc.",69347570205.15,Health Care,Industrial Specialties,Large Cap,0.2649338603874589,560.79,0.23433978083954687,0.31232534176526294,0.7263825322631465,0.161143276025985,0.032555620915196704,0.3771609929304549,-0.21675465278405304,0.059091563410069936,0.7963531463461178,-0.15054545657524798
1703,PLW,Invesco 1-30 Laddered Treasury ETF,106323000.0,,,Micro Cap,0.07417859194899422,35.7399,0.10003698730679211,-0.002792941066397936,0.0497209803954457,0.006444743323897439,0.0014805251673208897,0.15000270190692544,-0.07929832609385146,0.02829656576362538,0.20013299653867977,0.08858567022059138
1704,ADRA,Invesco BLDRS Asia 50 ADR Index Fund,19522250.0,,,Micro Cap,0.14969413522351185,33.534,0.23563844541636625,-0.15368095239200952,0.28892808580503226,0.03512044808294723,-0.026443060263159346,-0.006294879196358183,0.14319265937484293,0.1889665032192991,-0.18470684591099773,0.13732882365450938
1705,ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,27162000.0,,,Micro Cap,0.11589566323949614,21.9439,0.18925131958680552,-0.13801656582151978,0.2167689668075552,-0.010492588918774248,-0.03403605196753967,-0.060893599776408736,0.2288579499023875,0.16640289135039676,-0.09471548364530102,0.03099169518360978
1706,ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,149952000.0,,,Micro Cap,0.17727250879421355,42.358,0.2475922575990488,-0.14740563101971005,0.35975086378807886,0.12821982639499097,-0.16070980584142303,-0.022345658740107188,-0.051476297492023426,0.08378173753741414,-0.18393117665884418,0.11064234488604985
1707,ADRU,Invesco BLDRS Europe Select ADR Index Fund,9927000.0,,,Micro Cap,0.11883451371075947,21.665,,,,,,,,,,
1708,BSCK,Invesco BulletShares 2020 Corporate Bond ETF,1795590000.0,,,Small Cap,0.010543327886280231,21.2699,,,,,,,,,,
1709,BSJK,Invesco BulletShares 2020 High Yield Corporate Bond ETF,1161783000.0,,,Small Cap,0.014452297024702588,23.83,,,,,,,,,,
1710,BSCL,Invesco BulletShares 2021 Corporate Bond ETF,1813056000.0,,,Small Cap,0.012462166279294185,21.2569,,,,,,,,,,
1711,BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,1074706000.0,,,Small Cap,0.025030300118244257,24.55,,,,,,,,,,
1712,BSML,Invesco BulletShares 2021 Municipal Bond ETF,10048025.12,,,Micro Cap,,25.16,,,,,,,,,,
1713,BSAE,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,10220025.55,,,Micro Cap,0.01568679938255637,25.61,,,,,,,,,,
1714,BSCM,Invesco BulletShares 2022 Corporate Bond ETF,1647427500.0,,,Small Cap,0.017753579076191402,21.5276,,,,,,,,,,
1715,BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,715278000.0,,,Small Cap,0.031587345175183884,24.2457,,,,,,,,,,
1716,BSMM,Invesco BulletShares 2022 Municipal Bond ETF,10064025.16,,,Micro Cap,,25.21,,,,,,,,,,
1717,BSBE,Invesco BulletShares 2022 USD Emerging Markets Debt ETF,10454026.135,,,Micro Cap,0.014443821583668305,26.13,,,,,,,,,,
1718,BSCN,Invesco BulletShares 2023 Corporate Bond ETF,1083205500.0,,,Small Cap,0.02184372497669979,21.4,,,,,,,,,,
1719,BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,352286000.0,,,Small Cap,0.034219127569720356,25.94,,,,,,,,,,
1720,BSMN,Invesco BulletShares 2023 Municipal Bond ETF,10090025.225,,,Micro Cap,,25.2899,,,,,,,,,,
1721,BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,10536026.34,,,Micro Cap,0.01793331506800707,26.35,,,,,,,,,,
1722,BSCO,Invesco BulletShares 2024 Corporate Bond ETF,852588000.0,,,Small Cap,0.02595174115277679,21.6066,,,,,,,,,,
1723,BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,153091800.0,,,Micro Cap,0.03573690576812522,25.17,,,,,,,,,,
1724,BSMO,Invesco BulletShares 2024 Municipal Bond ETF,10106025.265,,,Micro Cap,,25.37,,,,,,,,,,
1725,BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,13382526.765,,,Micro Cap,0.027598247630785028,26.6834,,,,,,,,,,
1726,BSCP,Invesco BulletShares 2025 Corporate Bond ETF,410622750.0,,,Small Cap,0.03159658499086524,21.6468,,,,,,,,,,
1727,BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,104706000.0,,,Micro Cap,0.04673935790570273,24.45,,,,,,,,,,
1728,BSMP,Invesco BulletShares 2025 Municipal Bond ETF,10134025.335,,,Micro Cap,,25.4199,,,,,,,,,,
1729,BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,185976900.0,,,Micro Cap,0.03496567865336927,20.7966,,,,,,,,,,
1730,BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,47304206.2801,,,Micro Cap,0.04586514485984489,25.7434,,,,,,,,,,
1731,BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,10122025.305,,,Micro Cap,,25.37,,,,,,,,,,
1732,BSCR,Invesco BulletShares 2027 Corporate Bond ETF,104199480.0,,,Micro Cap,0.03740258005178576,21.1595,,,,,,,,,,
